947 11327
329 599 1720
294 448 9054
528 898 5141
497 235 25841
319 422 1302
561 633 2030
211 846 17454
824 182 10052
532 630 6496
221 838 23266
820 57 16209
780 405 20355
750 283 25571
251 463 29221
480 589 12489
288 171 20975
871 631 21131
207 922 22148
128 109 29932
776 665 25063
880 770 25027
377 468 15485
692 826 27539
419 439 3801
375 19 8081
48 359 73
796 141 29399
152 870 8810
677 429 19697
165 235 28967
469 54 1549
781 775 11240
381 854 14704
479 772 30698
308 848 15619
797 669 25839
599 51 13580
260 805 25797
805 533 10107
252 216 23386
586 210 13387
733 161 28757
374 619 16615
203 231 3180
148 564 666
777 855 15343
222 699 30822
73 762 23870
509 163 7911
675 894 23850
759 179 2303
27 902 7275
354 338 7809
894 575 16559
891 93 7708
871 796 30970
125 221 12846
694 385 28736
648 793 73
79 668 6795
479 874 10637
925 365 2055
666 150 17965
639 936 18117
240 349 4270
100 460 26400
107 249 17864
313 350 16383
738 201 17392
822 216 26472
10 269 16878
898 722 18732
143 636 5657
271 536 10375
165 584 4099
163 826 31499
373 678 25787
787 727 14907
712 351 12792
369 342 22159
688 587 14021
636 30 12774
343 693 8325
195 181 16524
424 935 16743
198 820 30554
362 525 16807
228 404 21155
654 351 28459
555 683 21732
871 325 18268
358 248 11632
528 876 17745
349 703 5782
191 514 29342
299 495 14320
257 627 17258
458 484 17624
830 311 30365
357 599 30775
28 482 6455
584 398 17969
929 156 30783
563 307 29011
25 721 20163
540 21 29777
608 355 26076
802 202 12922
497 513 15039
515 281 28770
660 335 9013
619 345 891
568 585 25372
69 623 17040
652 640 17846
585 355 23139
88 784 9198
372 408 4310
189 713 23789
290 254 1645
362 50 14464
299 154 30987
758 45 841
350 151 15407
268 730 691
238 738 23084
945 330 13078
460 327 28418
105 159 11419
396 662 6378
764 636 7096
305 211 9138
201 946 92
824 882 11126
924 682 29479
127 452 10342
184 939 4673
599 251 30859
446 436 32682
514 96 24017
715 201 6429
293 366 21949
38 310 21975
512 150 32153
904 881 4325
94 778 12544
462 242 1738
457 754 2567
790 432 910
373 704 12667
824 577 15012
263 797 21232
754 434 5156
784 522 23438
205 416 29510
894 277 15330
259 214 10283
404 408 1056
779 299 29519
361 16 12178
104 218 19258
90 43 7982
307 362 1362
629 945 27781
329 935 10453
80 514 13712
319 256 8028
901 577 5885
650 19 14473
81 578 3597
156 678 7845
302 476 15398
251 494 30798
931 14 21922
643 134 6036
352 869 12929
817 643 20760
513 856 21262
660 389 30201
924 456 912
356 480 446
212 690 29088
193 804 27013
344 620 19138
761 874 11280
607 842 12100
461 481 23181
134 90 13728
102 110 24626
383 488 14796
519 947 25343
810 122 4409
836 139 16958
294 870 18299
263 55 1956
52 323 4298
27 791 9754
22 678 30423
133 137 11671
84 332 14769
580 813 15766
711 899 16815
815 82 2053
187 862 8339
781 304 13513
314 799 20329
47 612 31270
313 49 25548
841 702 22700
751 256 12945
76 371 10619
597 928 3862
192 66 9207
378 369 23967
512 189 15433
226 795 7538
131 140 3859
530 575 16250
527 84 8671
122 57 2975
110 451 24057
883 519 26486
526 819 208
98 455 27965
355 907 17861
829 480 29501
186 210 23398
169 618 19730
343 170 18704
944 758 28023
257 18 21254
330 235 3946
640 635 25618
527 742 17349
25 335 19272
335 822 15511
493 59 400
388 58 486
287 482 32250
940 531 29608
140 154 12552
817 585 11021
332 88 24181
547 332 365
845 590 2592
769 801 19840
758 861 22564
935 519 22442
903 343 26954
689 845 11380
368 881 13393
460 519 24729
726 206 29115
631 92 7208
515 891 13105
751 683 27302
685 760 142
46 688 27712
763 28 9266
338 447 10341
610 189 32052
581 922 31843
373 845 2435
467 438 215
568 116 13087
81 821 22295
277 678 4837
371 866 11230
836 718 8366
509 776 28379
926 373 31664
582 519 22268
468 835 26458
575 68 22917
333 92 6184
468 77 20051
547 487 18721
154 546 9694
561 271 7681
74 836 26073
918 843 24371
133 328 10107
490 202 29743
558 604 7898
813 572 30171
545 601 21726
885 787 5618
647 832 17843
155 838 14767
903 174 5069
758 98 21793
56 947 972
11 489 8698
637 450 4081
242 56 1974
665 795 8662
864 673 17513
922 43 30641
143 7 27802
677 219 30278
785 43 32244
880 925 15184
324 388 21426
393 366 15377
682 793 7439
200 55 10821
717 451 21802
829 165 19881
366 728 30994
275 292 2777
498 121 9215
713 275 55
140 5 8932
874 320 2055
153 411 18386
565 393 6937
227 224 6894
385 641 4495
289 722 18923
462 711 10142
585 554 14399
85 884 2652
757 883 8587
191 47 5376
806 681 11515
533 843 24856
767 12 27511
116 456 27809
47 819 21512
38 395 28428
165 626 14529
324 95 4745
600 233 13307
346 508 14652
73 258 216
307 789 20000
883 637 25408
344 440 28610
421 910 722
758 327 5927
787 556 14728
306 190 18282
714 116 8696
263 504 25340
195 481 31351
363 463 2447
42 914 2450
375 156 28174
771 334 25998
172 666 30261
791 323 9204
527 426 15774
345 770 22358
129 845 21606
501 83 12488
212 220 21943
574 782 26573
148 714 19664
203 406 1693
508 759 24431
385 718 12821
836 779 7422
377 436 1730
17 46 28250
483 323 23218
804 541 31311
638 483 481
332 303 15899
154 648 27777
788 72 9080
911 633 25834
294 723 23946
763 87 18821
165 141 7422
697 15 3924
444 177 2285
310 289 8535
271 400 30493
66 97 19321
176 452 6576
210 494 8150
325 201 4463
141 129 15215
180 365 23338
572 601 2984
219 411 13280
210 152 18473
734 938 8881
272 758 8301
689 32 11707
647 902 27002
613 129 30764
17 833 22357
464 500 14032
634 241 74
131 199 14603
300 688 7411
709 562 21301
934 909 28891
650 666 12134
809 726 14735
167 263 19864
199 241 27461
76 357 20543
847 791 18845
559 519 11944
419 646 20525
745 191 14517
371 268 12750
19 531 4056
278 347 18161
331 612 26460
136 635 25178
294 505 4693
74 215 278
269 613 12248
305 548 30092
310 207 13893
699 903 22257
762 118 17600
895 502 30094
498 795 3648
536 12 10644
938 893 29617
16 375 21877
542 505 2835
642 605 13819
677 203 28592
83 213 27023
717 157 23475
790 854 17782
138 423 17861
171 663 30403
922 578 31060
888 912 3210
703 590 6795
199 464 30924
933 303 30161
586 644 27043
862 314 32428
773 707 27815
404 805 29708
237 563 182
414 452 13865
925 343 18274
295 48 17120
746 206 5231
287 672 25035
575 943 32540
613 586 23492
806 811 27704
407 803 20891
186 461 6444
683 694 29730
296 184 20352
650 193 5086
887 811 25996
846 525 18681
442 561 23626
256 250 25682
186 76 5003
378 646 181
134 477 1273
637 667 30633
541 628 2994
205 805 16206
631 712 16731
78 799 24389
465 415 15094
626 921 18591
652 631 16115
559 91 309
752 572 15135
759 585 19720
870 586 7306
452 749 24688
583 587 1144
518 767 15430
764 696 31991
896 46 12624
631 546 5303
616 632 14993
436 541 32045
350 488 30289
366 249 14126
346 121 5110
914 473 22918
13 240 8458
278 338 23091
144 119 18935
588 919 20046
123 349 29546
368 52 7715
777 302 12203
426 461 26848
77 850 16413
486 56 2495
826 696 17360
341 381 4047
591 98 8036
903 177 16508
926 618 24029
602 267 11205
62 144 13354
780 426 29729
757 634 23581
197 566 22586
432 363 27236
54 646 24785
923 355 24612
442 261 32604
182 611 1085
406 186 31304
91 694 22899
152 757 18916
727 924 7644
41 724 5462
531 721 30059
410 611 24887
235 740 1141
494 131 18844
350 617 8311
784 840 24511
406 699 11410
423 376 1926
747 2 1140
526 477 2955
352 694 21410
693 291 7816
159 885 12388
653 805 14117
895 40 6338
85 563 12188
345 154 21843
518 4 25779
400 105 6346
439 317 18427
335 932 17544
128 269 1873
145 851 22939
746 320 8218
770 812 6895
872 220 32429
570 142 4263
523 484 15079
836 132 17862
771 873 10467
320 567 4288
138 701 24900
84 618 19590
378 341 9882
641 386 27429
405 790 13764
212 35 3092
306 167 11615
352 274 4041
294 599 23716
940 747 20264
444 947 1089
599 5 30949
595 869 29708
936 479 28669
20 302 1708
650 65 11713
31 905 22662
403 232 28473
237 752 18826
340 363 10431
23 480 29118
373 920 11294
140 826 16023
633 574 27816
808 944 891
54 101 10738
843 17 29188
139 178 21818
353 769 16093
335 207 3755
472 39 15952
629 460 28401
18 426 4056
409 443 18142
837 787 4705
220 263 25108
365 273 25329
741 402 31465
757 534 9705
228 271 15619
693 463 24374
80 438 16734
498 876 14327
323 430 10687
138 397 20611
512 925 15027
201 165 13276
609 533 23225
468 263 15858
288 205 552
638 397 22592
256 688 15071
404 700 26786
562 163 8183
739 677 15492
654 930 11492
24 280 11949
462 115 26818
236 350 20569
474 276 26063
516 646 3683
559 436 30265
352 429 12704
83 342 11974
801 662 17867
150 228 9482
247 96 29828
774 38 6683
316 30 19034
277 392 17421
548 407 14806
359 230 30615
798 97 5365
359 224 24751
133 932 12200
542 566 5125
625 604 32293
178 576 23711
295 226 22572
483 930 4098
117 730 9880
192 775 14519
213 1 13006
724 642 23043
406 676 10208
926 45 16684
324 25 9103
207 741 6055
764 445 2406
709 120 1785
334 159 13475
512 346 2622
910 375 13743
795 847 21128
534 477 3662
245 213 15000
884 668 27603
98 28 31650
921 925 16635
695 877 30738
614 660 26937
339 133 21144
342 393 15773
794 338 30430
868 389 18327
41 523 1714
573 423 6218
197 322 6546
731 103 19241
49 564 13783
698 940 28949
651 69 12788
92 620 7473
736 217 4478
375 775 7979
423 912 17667
17 586 11950
693 570 17620
125 634 31280
151 420 7752
34 724 16224
318 932 2094
223 625 24027
906 669 15966
323 707 17659
282 72 3504
557 3 17360
885 721 28863
880 459 11945
901 121 13118
526 768 4029
283 707 5329
501 401 16581
517 632 9635
414 12 27063
733 860 26160
714 345 1238
855 461 24831
847 503 17109
322 150 20541
681 262 2505
383 433 14966
661 536 24590
272 432 6374
305 901 28787
327 813 24341
717 480 1871
129 645 28343
201 135 70
941 346 29703
589 353 10976
494 80 9761
450 595 16465
190 933 17401
770 421 12024
416 362 12809
791 596 20605
299 279 9674
515 389 9630
924 501 9107
196 633 32517
420 245 2167
778 299 7362
595 657 15664
769 814 22070
350 562 20549
65 735 23195
241 618 25829
839 677 7785
226 895 28975
257 394 9283
57 681 477
730 270 4157
76 614 29329
928 900 27279
496 790 4401
416 86 13079
70 134 18453
910 434 31028
807 487 32246
61 842 9182
814 567 11230
67 106 1047
777 668 2184
27 112 16371
903 805 26099
271 72 12019
842 237 18709
218 798 28783
386 539 11501
101 331 26117
826 65 27546
724 738 23653
203 626 31784
442 616 32523
780 156 5451
686 289 4588
822 98 2189
502 41 12719
674 546 20100
342 744 28474
448 827 27497
116 260 8774
922 23 4537
318 820 27802
47 141 20451
661 681 28597
613 776 14120
166 180 13593
204 325 6458
465 24 19819
926 807 1859
869 175 17704
245 298 30801
207 646 19874
87 680 13920
563 624 28536
620 314 14457
350 196 22486
374 886 13726
548 36 25617
745 694 20349
925 316 1924
392 906 1306
693 200 5557
210 617 31987
761 92 28455
152 644 29522
890 930 6515
51 164 1217
426 776 31599
117 210 30169
362 514 23694
282 301 20717
290 842 29380
351 385 1852
334 480 19599
416 715 1705
837 283 19706
641 537 13875
104 548 19880
509 681 23198
570 84 24405
306 464 21003
807 923 6988
700 165 12407
381 221 6335
688 293 24658
427 417 28427
621 297 20913
73 102 19015
518 568 18372
593 27 2482
230 440 18337
216 100 14301
731 33 23670
804 48 31394
8 424 9413
180 286 27979
276 841 14656
5 937 16752
605 650 18767
34 916 4983
46 894 4719
870 339 9662
205 858 28398
160 396 16855
784 78 28075
369 478 24921
712 692 2015
789 946 2100
231 866 27429
210 356 30866
760 363 15668
247 270 11426
903 305 3077
281 941 23777
273 236 6243
152 294 22975
596 467 8722
171 829 13751
823 445 9233
276 483 14634
915 284 21667
686 908 27554
591 872 4128
772 716 13894
593 573 26309
486 63 20903
549 178 9462
532 391 25904
206 520 10924
52 821 2267
766 789 4622
863 353 18941
555 572 20063
173 885 31299
272 213 25540
428 743 31800
121 42 28062
452 864 750
941 931 11357
617 434 25243
10 214 5399
278 927 11855
66 297 11349
162 247 780
566 116 8905
683 537 6879
843 304 1516
407 54 8922
927 84 12215
84 567 25843
474 310 18419
211 505 13112
254 701 28369
136 155 13274
801 290 23506
247 260 17913
587 280 11551
91 647 17722
799 84 8925
930 170 1677
935 52 24367
105 677 4780
716 176 20184
501 30 29499
937 747 26560
351 603 28053
66 127 16839
594 105 21152
296 107 942
313 898 11590
367 576 251
258 212 8551
180 758 1824
464 226 19287
661 733 1881
535 443 29769
599 93 22512
276 726 2623
137 337 748
168 869 2632
475 430 20826
818 662 568
63 272 18861
576 483 2855
305 61 31976
416 318 12369
219 382 4497
484 343 11820
326 256 19613
906 546 25556
18 617 14291
51 338 17689
862 781 16991
820 178 9689
263 662 9091
161 611 26471
254 206 12458
435 82 30507
34 170 3919
98 127 14789
265 329 114
133 740 90
908 454 18064
249 710 3536
153 816 10328
912 816 4128
154 662 8599
7 917 22035
662 84 16657
229 30 1017
426 658 19769
761 612 10817
86 636 25362
730 878 30461
557 605 10648
683 548 22448
244 38 14719
42 681 21248
481 924 19507
900 402 14873
528 211 30293
412 79 8172
27 622 28976
665 483 22670
526 296 5078
856 475 11613
930 102 26600
332 210 699
370 324 3893
765 903 29309
338 558 18099
205 373 27232
747 784 2178
551 316 16418
130 617 29173
773 181 29966
810 164 29656
792 771 8485
224 295 17001
559 27 16929
842 908 18372
88 895 1284
583 441 22188
508 861 8445
935 530 21751
56 266 4283
749 326 23564
723 451 29580
51 68 13103
71 686 12766
768 918 23185
182 546 14583
913 923 28514
802 188 20475
95 158 20556
178 195 15523
890 383 26412
646 585 14382
452 879 10207
203 447 9582
641 327 32122
149 731 7940
677 445 22093
601 220 24874
235 73 5239
201 463 21653
153 532 11266
915 17 10329
714 207 30902
23 490 1756
3 490 9509
702 680 5675
713 581 10657
423 435 11865
433 163 17693
225 442 4276
564 253 11041
341 591 233
107 242 18785
825 338 32114
713 747 19598
120 478 1764
77 294 16259
72 789 32253
596 647 4313
89 159 11896
541 309 19071
99 778 12560
138 771 9207
704 820 31045
931 53 9024
510 207 13240
574 887 2448
782 502 8248
852 576 8307
717 574 24282
494 229 28904
253 272 18860
832 402 20879
918 944 31978
99 213 23053
771 610 11710
48 662 31012
15 300 29673
849 738 30785
364 258 17647
564 855 29283
568 186 8095
255 257 32169
459 444 23808
87 287 19950
477 732 22553
803 433 15415
453 360 12298
252 672 12769
834 869 24677
924 224 18388
813 471 23004
79 149 18720
542 130 14733
857 465 1489
863 874 18329
494 731 19938
125 555 5585
772 915 21904
109 66 32144
945 830 31614
109 444 26663
887 474 15981
820 493 20318
125 42 29556
488 387 19447
856 702 20210
645 120 26178
260 114 25022
666 672 16659
361 211 6459
636 233 12735
810 693 27736
328 258 30708
685 172 30886
213 180 7800
356 657 14860
817 461 10811
465 731 3263
271 210 12103
112 242 7299
484 441 15206
549 617 5482
571 896 21662
931 539 10632
614 324 7633
198 11 7250
844 405 7714
119 507 20383
30 576 14320
658 385 6032
296 843 8837
204 782 12741
918 555 17867
448 63 29087
199 702 14756
176 187 22152
310 414 29370
292 618 8831
641 529 25825
641 502 30283
403 368 10081
500 697 17959
144 182 449
257 97 29906
30 366 18413
25 322 23601
525 391 8904
678 495 21012
827 440 24207
653 815 7360
186 814 10899
756 585 7744
859 389 28216
356 73 3764
163 506 1335
686 707 15632
678 28 27031
858 177 19216
65 164 7130
26 745 1101
862 780 2639
181 915 6570
264 522 24207
52 842 418
675 504 1149
155 928 21269
735 810 117
662 248 18144
920 263 3816
166 1 29773
172 815 20988
336 831 6373
425 524 9386
705 389 25336
458 523 28111
239 426 21062
877 733 18946
22 589 29388
401 696 32740
342 173 21208
646 642 24725
265 313 27961
643 448 616
651 411 32195
843 428 14199
77 181 3913
597 634 9998
708 654 30494
333 849 13689
860 670 31541
3 447 24386
434 254 23935
293 388 11442
633 816 4602
324 313 25739
902 636 5566
584 666 16398
417 881 3717
231 889 5807
321 942 22358
655 129 16906
834 550 19035
59 517 27373
518 664 16660
716 153 5780
136 268 15198
801 508 14197
392 562 13059
450 40 18210
618 558 9434
343 858 5931
628 394 6551
357 253 9488
856 263 18390
269 486 24989
653 470 5655
232 242 5695
400 632 7832
846 459 29505
807 21 12367
772 134 26602
605 531 28537
385 103 16882
894 227 32118
556 389 17355
758 83 17131
16 339 31148
712 472 26717
826 604 9070
844 488 2247
30 175 7559
191 49 1753
90 805 24020
263 285 30939
709 349 28946
711 884 3667
538 666 16523
783 160 25247
78 489 979
509 741 4056
70 92 10000
897 782 17276
185 536 6414
247 236 26463
664 931 15283
548 674 8235
415 840 11099
942 606 22718
77 494 17414
318 752 27599
348 643 10880
21 613 15205
943 309 18422
301 95 9839
4 18 9648
569 564 22927
187 361 17959
533 343 29133
664 910 5667
871 535 17212
288 337 28842
353 483 28331
474 82 18157
671 391 6396
301 491 22897
288 407 23481
587 630 8735
364 101 14841
247 489 9999
269 586 21950
757 321 31774
15 18 8518
277 655 19891
823 917 9482
461 579 31042
754 820 32358
166 908 2150
582 608 17434
194 608 27058
216 704 21791
65 853 3716
350 145 2957
481 605 14206
100 323 12416
668 297 16760
260 740 12102
801 882 17149
470 751 13616
879 63 20155
437 176 30946
538 433 18793
188 434 7929
245 456 526
244 219 27484
163 455 12728
91 614 30100
50 316 17398
71 43 15358
9 132 23484
825 228 1206
877 425 120
179 466 19594
189 381 19838
668 359 25434
580 195 29206
186 910 4776
873 412 23254
407 742 5711
308 127 3337
314 182 6291
58 547 9038
698 470 6661
364 472 1727
826 28 767
161 476 568
888 539 24468
175 622 13719
740 263 18508
474 184 19725
448 496 2317
79 298 17627
781 117 1265
312 258 31753
49 91 28932
420 22 30973
676 649 6434
441 127 6403
410 462 18781
798 813 22
481 344 31683
165 223 4241
869 416 23894
456 240 2715
38 156 28305
808 724 16732
921 327 17109
746 251 10337
737 638 32653
808 49 26047
820 129 1779
62 870 9683
94 771 940
917 344 13223
92 498 8647
343 616 25969
753 477 30397
216 184 20134
328 556 15735
788 484 29067
535 140 27802
660 915 26712
666 764 7292
338 749 16959
705 801 32658
102 376 11002
80 760 11061
652 795 29616
177 838 26645
597 236 19015
614 472 2223
842 35 26759
555 745 10656
25 148 22165
247 803 4786
889 794 5295
513 821 235
458 582 11825
425 551 16655
452 417 27723
411 371 32593
322 33 10487
676 414 23591
511 212 13051
37 654 32639
817 505 23092
748 135 23231
635 288 10064
711 93 24416
415 566 1215
163 789 29442
449 328 18060
488 645 11079
707 256 7509
256 893 10967
544 727 9374
160 805 9821
285 927 30517
676 839 29540
617 94 5213
830 550 23629
659 837 30460
925 878 7138
117 583 7171
330 521 10286
346 818 26561
797 753 10146
893 403 29163
913 523 23728
177 4 20084
634 407 21343
260 477 32142
41 28 31114
306 667 22387
180 177 21958
690 64 6331
30 696 6691
820 449 14958
2 880 10051
673 198 3350
573 339 2431
793 711 12412
55 494 23821
351 880 2515
70 476 10091
887 363 22652
915 872 25460
276 307 3506
860 256 2795
561 492 9649
909 790 9065
594 827 317
702 614 3555
70 714 13465
151 98 24397
770 522 32064
843 867 11780
822 448 8717
198 935 21246
539 321 31113
873 480 28409
611 223 16542
829 108 25375
284 224 24545
890 695 10706
593 891 18477
873 437 26535
602 359 16202
105 939 30128
643 596 23500
593 911 23980
12 688 7034
649 630 5554
326 423 468
619 240 3184
769 512 5270
795 530 6174
326 601 27207
457 193 27052
378 517 25394
398 65 4819
708 71 8039
233 110 18715
321 514 25737
89 283 10478
907 598 31894
37 38 9034
905 761 13048
154 928 17851
278 433 1904
864 490 32670
115 764 1728
185 331 14557
497 635 1830
15 515 19877
385 407 23292
486 839 8129
527 364 30237
698 875 14753
475 938 4832
633 603 18495
557 95 10695
59 557 18514
793 775 6963
347 597 30865
151 794 19648
18 7 17922
117 722 17423
347 698 18553
397 888 25400
130 884 10339
684 295 30332
226 334 5313
628 596 2472
739 341 28733
561 304 13642
451 575 28904
707 8 24785
594 894 25641
513 740 7930
822 58 18070
43 691 2570
49 605 23429
538 616 5225
786 454 7071
309 287 14150
287 105 29722
640 132 19519
88 10 22631
211 58 68
391 655 9846
416 2 32058
167 799 25055
230 297 29944
798 142 25739
55 713 29628
281 162 25535
597 465 6451
141 669 7817
651 540 31113
353 187 22896
346 464 1846
53 943 12831
806 668 12883
201 480 17098
611 276 21841
210 207 32402
325 850 12928
864 869 32560
480 772 23714
574 409 20019
848 557 32521
712 145 1534
145 738 421
239 183 19761
706 169 24461
784 661 10866
103 18 1761
287 328 10204
849 698 20261
13 488 1145
204 162 3933
608 402 6033
590 912 12169
935 501 23739
555 288 18787
693 154 12520
424 508 6755
312 870 26600
464 480 15736
29 939 24347
26 299 27891
549 469 23876
807 285 32154
337 488 14521
828 645 27107
619 423 13424
479 883 12475
54 560 6540
851 148 3436
682 83 5754
286 126 13950
485 584 11719
125 877 28585
97 108 20007
579 457 24368
749 264 23155
582 594 20794
313 214 17280
862 292 29705
441 323 12059
380 236 11805
688 908 20122
21 455 2979
159 680 19638
816 250 29384
385 603 28074
431 604 26298
627 607 28116
790 252 12170
479 821 10824
789 544 20774
258 331 31756
26 404 26146
876 485 14849
451 169 17173
198 86 24228
1 233 19872
533 867 9763
863 556 16012
222 859 28290
689 869 10364
353 325 1732
334 379 9503
763 330 15186
75 911 2292
569 43 7444
717 189 495
907 409 3576
606 815 8106
484 795 22755
94 935 996
433 140 21560
155 533 28797
939 813 5493
801 244 9260
60 414 24995
659 162 2470
515 930 6532
281 610 13555
811 761 12740
471 644 6423
229 318 9878
892 662 21604
63 735 6027
717 837 31760
694 213 9089
708 892 32735
146 64 1529
411 891 9473
880 82 11835
87 675 17275
923 41 24076
420 831 29607
210 748 8422
237 372 16830
932 79 28141
863 313 23393
800 108 22042
171 110 3994
679 866 3415
271 416 29651
846 476 14453
93 506 8363
655 71 842
639 711 20413
521 307 26976
933 153 16303
173 740 8432
175 434 13852
52 908 2851
300 430 20293
375 726 15823
190 225 6530
930 691 31275
543 158 20202
668 330 304
585 214 27058
318 750 410
3 880 24624
267 871 9422
335 160 7039
623 6 22288
577 543 18495
722 109 7363
522 648 742
22 855 27063
772 561 10641
859 381 20654
552 681 23401
507 727 20628
191 778 29161
838 206 21033
91 76 6829
770 921 25612
915 696 14484
887 348 15465
768 703 26966
627 518 20148
252 58 2276
787 547 10550
445 428 24098
757 129 8542
145 479 21736
298 550 26382
839 813 22340
78 506 13920
10 448 3184
697 357 23700
280 895 3587
256 907 28709
583 357 5184
415 433 17725
692 930 16530
524 580 7929
526 864 25311
249 807 12718
518 791 20208
704 44 31349
752 12 5095
587 687 25784
829 341 16928
125 708 12569
867 383 4678
634 339 13918
617 382 5879
736 693 1689
263 681 28144
185 303 16123
115 912 32085
380 665 19175
595 827 13612
78 453 4895
414 150 13867
441 18 30754
703 384 30304
26 101 8977
486 90 20839
116 92 15031
680 713 13599
381 2 29319
843 177 7458
608 23 18356
596 664 7792
15 427 9380
281 75 12807
679 496 7535
182 482 2144
243 79 6194
785 644 18694
718 306 2647
86 905 2249
742 830 4128
1 375 17977
205 655 5657
381 751 12132
781 696 9278
552 526 9494
596 507 10486
346 434 12045
251 281 30262
118 424 12758
798 428 3427
895 504 597
553 755 26317
433 244 4434
905 740 12889
746 568 9296
827 31 6316
677 889 29188
287 8 21340
225 565 6902
242 61 10892
666 520 29169
135 890 19581
201 253 5959
386 642 18516
372 772 18795
917 483 10434
400 103 11744
27 615 11464
569 539 6331
12 836 1146
395 636 13520
76 143 21967
452 107 32290
207 841 12766
839 258 27963
174 243 7446
584 402 19813
929 472 27987
168 577 20743
207 51 5861
578 668 24214
3 471 7646
74 383 5577
487 671 21312
684 475 36
763 444 24039
583 183 4333
761 99 23874
461 492 22565
365 811 18482
457 344 26916
108 600 5301
860 915 16610
904 817 17690
857 388 16658
705 147 15860
266 268 27811
260 459 21519
858 805 18232
490 836 25605
665 172 23740
659 460 3409
744 751 22303
820 229 26865
457 748 30679
620 558 22510
575 406 6085
313 390 24679
509 607 19331
650 85 4089
650 754 17228
12 815 4241
160 477 17661
900 170 6411
48 89 992
764 706 13620
115 583 27965
860 739 6399
99 311 4584
842 444 24846
92 68 29764
689 172 22248
444 887 32625
896 486 6507
615 147 6052
681 248 31318
361 169 23767
5 763 2057
210 167 12367
470 197 9930
639 140 8884
298 724 24366
790 361 29604
784 293 12150
865 554 3341
926 227 19462
31 477 13239
808 123 24377
75 328 21434
931 138 4929
904 123 10975
757 431 4313
945 875 27670
304 523 13292
507 38 7813
897 81 4994
885 415 16359
772 832 11408
138 479 25899
457 863 6015
270 315 1424
757 308 16009
32 656 7098
259 671 7991
781 932 9588
608 167 19367
472 916 5648
339 672 12393
253 601 22700
627 538 10762
141 793 22217
363 555 16811
709 96 27885
573 74 2618
368 888 6733
395 830 8224
378 235 5733
167 393 18624
935 566 10723
510 815 10466
480 51 24982
671 469 21250
314 83 16635
206 896 12708
777 231 15061
756 17 28600
372 648 4171
876 588 1114
425 73 27054
541 235 30582
25 254 27613
506 468 27582
225 381 6593
877 381 12205
338 429 13156
162 789 32765
102 358 12174
563 781 18399
306 29 15040
808 144 20242
737 349 4959
87 483 31711
53 201 20007
516 377 16519
379 243 16639
629 346 32385
682 97 29563
597 179 9092
710 494 9217
437 26 29980
524 857 11979
924 704 1535
94 408 31548
428 726 7261
947 434 2372
48 12 29402
133 287 7117
383 906 17920
396 258 7771
26 264 7739
632 163 4972
253 441 19148
302 556 26171
184 144 7212
550 374 13811
137 906 11476
269 560 26993
792 223 32115
719 764 25131
275 388 26091
557 311 18901
351 164 28338
466 903 2520
338 427 7783
849 380 19643
450 146 13761
680 24 18695
635 734 18458
804 528 21082
206 178 10570
646 740 6295
781 821 22925
101 725 26236
104 17 32422
84 882 26630
882 682 9599
450 359 22119
297 657 17028
418 460 8916
104 823 32083
27 426 28116
566 650 19855
18 466 12991
924 290 30298
53 850 25510
238 535 30584
275 631 21952
612 299 30613
97 239 2786
215 456 11699
437 344 19757
608 497 18880
635 786 15838
785 131 1413
412 709 7753
28 212 32371
461 336 1635
3 908 3568
127 236 32356
215 503 22837
271 807 6508
57 633 4832
206 300 19762
800 207 14274
575 708 26399
2 305 15765
529 238 14698
842 113 1435
441 482 31499
144 934 15955
24 702 27554
443 341 1742
264 735 10403
709 280 27464
931 599 21353
507 650 1543
86 109 16379
816 676 189
22 753 29350
819 914 12759
279 158 18113
250 284 28288
345 220 17199
486 873 13635
481 655 29053
546 6 24208
386 246 4781
9 722 22416
709 85 22796
742 521 24842
852 670 28846
322 769 12108
780 507 10330
587 582 26963
568 368 2827
874 330 13472
628 412 15967
265 843 2182
257 176 5244
446 930 16084
83 772 91
194 260 4383
326 924 4473
895 185 14626
914 867 22613
947 136 4073
770 722 10066
636 518 6847
601 937 7120
361 214 17956
522 427 18833
407 731 28199
537 573 22223
427 368 4346
767 570 24975
397 90 29608
686 609 14092
210 426 27172
426 203 19541
809 927 11057
748 268 4980
188 149 28120
489 647 19124
702 3 20828
505 155 19429
233 28 4597
257 355 16295
351 507 7096
469 593 32042
269 923 31345
859 527 22760
252 61 16475
38 405 17718
613 207 17104
693 10 24401
628 552 24771
576 289 28486
754 861 23813
312 731 10330
234 429 24121
308 892 24771
376 615 1904
919 767 28094
293 609 6482
122 25 26857
945 857 26684
836 198 19288
361 76 17268
466 814 2018
679 833 3520
840 443 31576
474 259 517
256 778 25760
255 42 32441
288 703 28658
914 113 18762
468 918 1954
824 154 18976
177 534 32393
154 188 8700
522 675 6862
731 934 24767
933 647 14675
501 716 31068
64 682 10909
301 26 4939
90 430 12054
668 624 27646
372 351 29225
914 469 22669
866 931 15284
7 202 5711
735 97 2694
322 497 13395
506 379 27318
34 561 30974
43 575 12517
863 501 3639
871 538 24525
613 172 17381
399 30 28594
690 523 11183
292 714 1928
459 272 569
636 191 1518
268 830 6489
575 130 3153
194 464 5109
588 534 10445
351 931 3975
775 932 19373
637 189 8323
894 484 31635
921 482 7689
482 887 18356
385 846 28332
776 784 22955
409 259 11066
330 45 20685
